Math,Biology,Physics,Chemistry,English,Digital_Technology,Critical_Thinking,Linguistic_Competencies,Holy_Quran,Ecology,Vocational_Education,Social_Studies,Hadith,Physical_Health,Financial_Literacy,Statistics,GPA,Grade_Level,Attendance_Behavior,Interest,Suggested_Major
87,66,91,61,82,95,86,57,57,68,60,51,90,62,51,83,68.87,2,Good,Business,الأمن السيبراني
100,61,86,57,81,99,89,53,65,89,69,58,55,58,64,77,76.77,2,Excellent,Data Analysis,الذكاء الاصطناعي
79,90,50,80,85,85,50,54,55,60,72,82,63,71,75,70,68.13,3,Good,Cybersecurity,الأحياء
60,88,67,73,77,59,88,52,89,62,86,93,67,75,75,72,79.02,1,Good,Healthcare,الصحة العامة
73,85,87,93,77,81,52,75,85,74,79,83,67,42,83,85,77.91,3,Excellent,Healthcare,الأحياء
87,93,61,87,66,67,70,57,67,88,55,89,74,55,77,88,78.54,3,Good,Scientific Research,الكيمياء
85,68,79,65,76,58,91,50,71,63,78,85,56,84,99,66,76.7,3,Good,Business,المحاسبة
58,88,54,89,87,82,76,54,90,80,58,66,84,53,89,55,67.98,2,Weak,Healthcare,التمريض
96,57,87,55,80,95,91,89,62,88,64,88,63,60,60,60,76.07,2,Excellent,Robotics,هندسة الحاسب
97,54,82,66,90,85,86,54,70,65,68,54,68,68,89,64,67.84,3,Weak,AI,الذكاء الاصطناعي
81,66,61,74,54,60,86,75,96,61,79,83,87,53,83,56,73.08,2,Average,Islamic Studies,الشريعة
74,89,75,83,91,65,87,53,52,58,89,85,68,90,81,79,79.59,3,Good,Healthcare,التمريض
60,96,56,89,94,69,69,58,73,76,65,63,79,69,82,80,76.64,2,Average,Healthcare,الأحياء
99,53,81,75,52,74,86,64,51,62,77,69,83,55,80,73,66.14,3,Good,Business,الهندسة الصناعية
95,81,83,95,85,62,87,86,79,56,86,67,86,88,84,79,78.53,1,Good,Scientific Research,الكيمياء
97,62,92,92,55,87,85,77,55,61,63,57,50,68,68,72,67.21,2,Average,Data Analysis,الفيزياء
88,72,83,67,94,65,99,74,84,71,64,86,56,74,86,57,77.02,2,Good,AI,هندسة البرمجيات
95,81,71,69,93,91,85,76,59,69,67,51,71,60,52,78,73.2,3,Average,Healthcare,تقنية المعلومات
91,88,91,76,79,92,90,83,57,87,56,56,58,88,81,85,80.24,3,Good,Programming,هندسة الحاسب
66,62,50,69,52,54,78,90,93,53,59,51,97,75,59,61,64.0,1,Excellent,Islamic Studies,الشريعة
79,77,71,79,88,69,79,79,51,61,75,87,70,72,81,90,79.71,2,Excellent,Business,التسويق
78,55,81,74,91,82,85,78,57,58,64,98,77,50,87,57,68.39,1,Excellent,Healthcare,التسويق
78,77,55,89,89,100,89,76,70,74,88,85,59,75,87,53,78.15,3,Good,Programming,نظم المعلومات الإدارية
87,53,60,74,87,84,93,81,50,62,84,69,51,65,95,69,77.6,2,Good,Accounting,المحاسبة
91,61,89,53,64,80,91,58,79,60,86,76,81,79,67,81,77.38,2,Good,Scientific Research,الرياضيات
79,96,74,79,92,85,73,63,90,90,77,63,61,85,73,87,81.26,3,Good,Healthcare,التمريض
94,89,62,62,93,94,87,53,60,80,82,64,77,67,61,70,70.85,2,Excellent,Cybersecurity,تقنية المعلومات
78,80,67,83,94,89,59,89,79,82,70,51,77,58,50,57,73.01,2,Weak,Scientific Research,الأحياء
52,60,87,68,92,89,89,90,86,61,70,80,58,81,58,69,76.19,2,Good,Law,القانون
93,80,83,80,76,88,89,64,71,65,82,83,64,80,64,86,80.2,1,Good,Scientific Research,الرياضيات
98,62,94,65,76,88,88,65,80,88,64,87,62,81,62,57,78.63,2,Good,Programming,علوم الحاسب
61,70,54,74,90,80,85,80,93,84,73,64,89,73,74,55,79.41,3,Good,Islamic Studies,الشريعة
94,74,94,60,78,73,89,58,62,63,52,67,55,76,75,67,74.56,1,Excellent,AI,الهندسة الصناعية
97,59,77,71,85,83,78,86,83,68,88,58,73,79,60,90,75.53,3,Average,Programming,هندسة البرمجيات
94,60,96,85,95,85,82,57,70,51,52,79,68,89,51,85,74.23,3,Good,Robotics,هندسة الحاسب
74,84,81,63,99,75,87,80,50,84,78,89,53,52,89,69,76.34,3,Excellent,Business,إدارة الأعمال
98,68,81,90,98,90,96,70,53,68,83,79,63,73,66,66,79.71,2,Average,Law,هندسة البرمجيات
98,75,100,52,88,100,90,77,67,64,71,78,58,56,77,90,78.62,2,Good,Robotics,هندسة الحاسب
88,79,75,56,82,93,99,69,70,63,69,83,68,57,53,79,71.94,2,Average,Architecture,الأمن السيبراني
82,52,89,83,89,96,81,56,58,70,68,85,72,88,86,67,80.54,2,Average,Programming,نظم المعلومات الإدارية
87,54,90,88,76,92,80,77,67,60,88,62,58,74,90,58,73.8,3,Weak,Engineering,الهندسة الكهربائية
62,69,70,67,82,85,88,54,57,59,62,87,60,76,82,58,74.29,2,Excellent,Business,التسويق
69,95,75,63,93,73,77,63,79,80,50,87,61,57,57,66,74.07,3,Weak,Islamic Studies,الصحة العامة
89,50,92,72,96,90,99,69,88,61,72,68,88,82,70,67,77.9,1,Excellent,AI,هندسة البرمجيات
85,66,79,78,85,92,98,64,73,68,65,41,80,89,64,55,71.91,1,Good,Programming,علوم الحاسب
85,87,88,71,83,95,82,60,70,76,86,89,69,56,74,50,75.16,3,Good,Robotics,الهندسة الكهربائية
53,56,71,82,82,81,100,89,63,87,84,78,65,55,60,81,78.92,3,Good,Law,القانون
77,75,54,59,90,99,79,58,73,52,89,90,80,84,66,66,76.44,2,Average,Cybersecurity,تقنية المعلومات
77,83,66,90,81,80,88,95,85,77,61,88,85,51,51,54,72.49,2,Weak,Law,القانون
93,53,91,69,55,87,74,90,85,74,67,63,72,83,67,72,70.77,2,Excellent,Engineering,الهندسة الكهربائية
95,52,90,86,91,95,88,51,89,53,51,54,86,87,66,83,72.49,2,Excellent,AI,علوم الحاسب
98,88,79,70,92,83,89,77,82,55,58,55,54,58,66,69,76.52,2,Good,Programming,هندسة البرمجيات
90,57,72,55,82,71,86,71,80,74,55,89,68,70,95,67,76.09,3,Good,Programming,المحاسبة
52,87,73,71,79,68,71,60,76,51,63,100,66,53,75,78,65.83,1,Good,Healthcare,الصحة العامة
87,80,79,67,88,86,90,76,50,88,47,62,68,84,64,86,71.23,2,Excellent,Data Analysis,علم البيانات
100,62,86,64,74,85,88,72,71,83,59,82,90,84,62,57,75.07,1,Good,AI,هندسة البرمجيات
88,62,88,87,50,80,83,61,52,52,85,81,59,71,82,75,73.44,2,Excellent,Engineering,الهندسة الميكانيكية
89,56,85,63,82,89,78,67,55,77,62,83,57,70,85,52,68.87,2,Weak,Robotics,الهندسة الكهربائية
95,80,77,56,87,53,87,82,66,90,64,81,63,79,62,70,78.17,2,Average,Robotics,الرياضيات
68,65,57,66,53,55,95,88,98,85,79,63,100,81,75,83,71.77,2,Excellent,Islamic Studies,الشريعة
87,52,89,82,90,85,89,50,82,90,56,56,72,50,56,50,73.05,1,Average,Programming,هندسة الحاسب
98,60,92,66,50,89,81,73,62,60,75,86,72,70,75,53,70.79,2,Excellent,Scientific Research,الرياضيات
88,80,91,54,93,85,93,55,57,56,86,70,67,79,59,78,78.6,3,Good,Law,علوم الحاسب
100,57,92,77,62,67,87,86,66,88,56,89,89,82,72,85,74.69,3,Weak,Scientific Research,الرياضيات
92,95,76,88,85,74,87,71,67,70,87,53,65,60,80,82,75.25,2,Good,Scientific Research,الطب والجراحة
76,72,51,50,95,74,94,95,58,61,61,92,53,67,86,88,73.74,3,Good,Law,القانون
89,100,73,92,86,59,54,70,53,77,59,79,77,86,74,73,71.34,1,Excellent,Healthcare,الطب والجراحة
93,70,89,61,97,87,97,65,80,63,53,55,56,77,79,58,73.39,1,Weak,Programming,هندسة البرمجيات
94,91,82,89,95,59,81,84,55,60,55,85,88,75,68,79,76.99,2,Good,Data Analysis,الطب والجراحة
81,82,87,92,70,59,88,82,66,73,78,59,64,74,52,64,73.16,1,Excellent,Scientific Research,الكيمياء
98,57,74,56,78,76,84,59,83,74,64,88,56,57,88,61,75.3,2,Excellent,Accounting,المحاسبة
68,73,57,79,100,83,76,75,63,64,55,82,56,86,92,73,79.39,2,Good,Business,إدارة الأعمال
76,86,82,84,93,90,76,54,54,62,72,91,90,76,84,55,77.81,1,Good,Marketing,التسويق
98,64,87,88,71,62,83,87,55,68,67,85,90,51,53,78,74.77,2,Weak,Scientific Research,الفيزياء
98,54,87,57,84,99,87,57,54,80,75,70,75,59,90,64,76.59,2,Excellent,AI,هندسة الحاسب
91,77,75,63,95,52,84,52,90,55,80,70,57,85,96,61,75.28,1,Good,Law,المحاسبة
84,90,63,60,51,61,91,92,96,88,51,89,94,90,72,64,73.46,2,Weak,Islamic Studies,الشريعة
96,75,91,76,89,89,91,61,78,40,56,78,71,78,70,79,79.21,2,Excellent,Programming,علوم الحاسب
70,85,52,91,87,50,79,43,60,58,70,74,70,50,68,82,65.21,3,Average,Healthcare,التمريض
91,76,87,87,95,91,77,82,54,56,85,82,57,63,84,72,74.65,2,Good,Programming,هندسة الحاسب
45,55,89,80,67,59,77,85,100,52,61,62,90,86,63,74,68.45,1,Excellent,Islamic Studies,الشريعة
68,99,50,83,82,83,85,72,66,80,78,95,54,87,74,87,77.11,2,Excellent,Healthcare,الصحة العامة
100,60,82,52,93,76,98,78,54,78,85,65,68,51,86,80,77.86,2,Excellent,Programming,هندسة البرمجيات
98,90,81,64,77,76,95,58,71,64,72,74,62,80,79,94,82.27,2,Good,Robotics,علم البيانات
85,91,67,94,75,59,52,87,73,58,55,70,55,81,64,43,65.37,2,Excellent,Law,الكيمياء
96,67,92,82,58,80,82,79,61,78,71,75,69,83,56,79,77.88,1,Average,Scientific Research,الرياضيات
91,50,81,83,89,92,78,71,55,77,85,71,53,80,57,75,76.9,1,Average,Programming,تقنية المعلومات
89,55,80,80,83,59,81,73,79,56,79,54,60,74,88,51,70.95,2,Good,Business,المحاسبة
83,99,81,100,79,69,56,82,82,85,67,88,58,85,79,60,76.41,1,Excellent,Healthcare,الصيدلة
93,54,85,76,67,70,92,87,65,69,50,63,52,75,74,52,70.57,2,Average,Programming,الفيزياء
92,67,96,47,84,97,95,57,90,78,74,62,68,60,88,75,80.82,1,Good,Programming,هندسة الحاسب
76,90,59,93,91,57,81,63,59,59,85,70,61,51,88,59,74.59,3,Average,Healthcare,الصيدلة
86,64,87,90,58,79,84,83,55,89,70,85,89,58,74,61,73.07,1,Weak,Scientific Research,الفيزياء
50,72,51,54,97,69,79,55,73,89,75,100,89,87,75,88,73.58,1,Excellent,Marketing,التسويق
89,55,75,52,78,85,80,88,86,79,61,73,94,72,69,77,72.59,3,Weak,Islamic Studies,الشريعة
85,87,73,96,77,88,90,72,71,57,65,53,59,66,58,78,70.26,3,Average,Scientific Research,الصيدلة
58,73,64,84,87,86,92,92,84,87,51,85,66,64,58,59,79.81,3,Good,Law,القانون
62,83,69,73,89,90,100,95,60,59,77,90,83,59,59,79,81.55,1,Excellent,Law,القانون
82,85,81,88,88,56,77,75,72,63,50,73,88,62,50,52,70.22,2,Good,Healthcare,الطب والجراحة
94,72,81,54,90,88,86,81,58,83,78,71,57,71,81,71,74.32,2,Average,AI,علوم الحاسب
98,84,77,83,60,88,93,87,90,77,51,59,51,88,75,51,77.6,2,Average,Scientific Research,الرياضيات
82,67,64,80,66,80,89,84,90,74,64,76,93,59,51,76,73.41,1,Good,Marketing,الشريعة
99,41,74,70,88,79,80,69,71,51,68,80,82,79,86,56,73.55,1,Weak,Business,المحاسبة
84,86,71,86,58,84,74,74,77,55,65,50,80,79,54,51,73.23,3,Weak,Scientific Research,الكيمياء
59,53,60,59,89,99,90,63,67,50,62,84,76,56,96,73,75.31,3,Good,Programming,نظم المعلومات الإدارية
94,68,85,62,87,86,91,64,80,77,59,57,53,88,65,76,71.02,3,Excellent,Engineering,الهندسة المعمارية
91,98,90,87,93,77,61,53,54,89,74,63,46,76,61,74,76.89,2,Excellent,Healthcare,الصيدلة
100,77,93,74,83,74,87,73,53,56,61,73,86,80,73,53,79.61,1,Excellent,AI,الرياضيات
93,89,94,70,84,97,74,80,50,81,87,68,73,64,55,63,75.17,1,Excellent,Programming,الأمن السيبراني
61,92,52,91,84,67,86,87,59,52,78,51,74,72,56,51,67.61,2,Average,Healthcare,طب الأسنان
77,89,50,50,90,61,83,54,82,58,83,99,63,61,78,69,70.61,2,Good,Engineering,الصحة العامة
80,100,82,88,87,78,75,88,67,62,50,57,88,73,84,71,72.41,2,Excellent,Scientific Research,الأحياء
92,55,92,82,83,84,82,67,51,60,54,81,66,65,57,70,71.27,1,Excellent,Robotics,الهندسة الكهربائية
92,55,84,69,85,54,80,89,64,81,80,72,80,85,63,65,79.09,3,Average,Scientific Research,الرياضيات
90,60,90,62,82,77,79,60,74,70,53,63,81,52,100,56,72.01,1,Good,Accounting,المحاسبة
89,90,85,63,89,54,84,84,81,76,53,90,53,68,62,65,73.89,2,Average,Healthcare,الصحة العامة
97,74,85,81,85,87,80,56,71,89,68,90,69,77,58,76,82.12,1,Average,Architecture,الهندسة المعمارية
85,83,89,93,50,89,81,79,70,90,58,56,63,78,78,82,80.23,3,Excellent,Scientific Research,الفيزياء
97,53,86,54,92,66,87,81,77,67,70,79,76,62,65,58,77.72,1,Good,Architecture,الهندسة المعمارية
90,80,84,90,99,62,87,67,58,66,64,94,82,80,83,51,79.05,1,Good,Business,التسويق
92,68,51,56,84,86,100,73,90,87,65,59,84,75,86,95,81.93,3,Average,Islamic Studies,علم البيانات
61,50,69,51,94,57,92,50,66,85,42,89,83,70,87,58,68.45,1,Weak,Business,إدارة الأعمال
97,61,83,77,88,82,95,52,60,86,62,68,90,81,88,90,80.5,1,Good,Data Analysis,علم البيانات
76,96,71,66,78,61,81,58,62,77,50,86,63,85,60,65,72.87,2,Good,Healthcare,الصحة العامة
95,76,85,86,77,83,97,75,81,51,74,54,51,82,61,86,79.77,2,Good,AI,علم البيانات
51,85,64,78,78,66,89,79,68,79,66,97,71,78,70,73,72.68,2,Excellent,Healthcare,الصحة العامة
87,60,80,87,65,54,97,88,58,83,72,80,89,48,76,53,77.15,2,Excellent,Engineering,الهندسة الصناعية
87,49,73,84,86,100,94,59,75,55,62,82,74,86,56,83,79.37,2,Good,Cybersecurity,تقنية المعلومات
89,59,91,59,50,86,80,71,71,73,62,51,67,80,69,54,73.04,2,Average,Scientific Research,الرياضيات
74,90,69,75,89,56,81,66,63,57,88,56,62,43,83,55,65.47,1,Excellent,Scientific Research,الأحياء
61,95,80,100,83,66,82,79,72,55,69,67,81,84,63,78,76.97,2,Good,Healthcare,طب الأسنان
93,92,67,88,74,85,53,56,51,55,68,56,50,62,86,56,68.33,1,Average,Scientific Research,الطب والجراحة
88,67,90,82,63,79,98,71,65,52,51,89,62,90,83,56,70.95,1,Weak,Business,الهندسة الصناعية
53,89,64,85,80,86,82,79,65,90,73,77,75,58,64,52,68.74,2,Average,Healthcare,طب الأسنان
94,70,76,52,57,81,87,63,74,54,89,68,77,55,92,61,72.26,3,Average,Business,الهندسة الصناعية
92,85,90,51,86,95,94,47,75,75,55,63,88,58,59,62,76.45,2,Good,Healthcare,علوم الحاسب
80,62,58,55,97,75,79,88,57,61,80,85,68,86,85,83,74.88,1,Weak,Business,التسويق
88,80,94,89,54,80,75,87,54,62,57,74,63,59,63,82,76.55,1,Good,Scientific Research,الفيزياء
85,53,64,76,90,58,90,69,52,73,64,74,63,51,88,62,72.58,1,Average,Accounting,المحاسبة
82,88,81,88,89,40,89,64,87,75,60,53,52,80,90,55,75.81,3,Excellent,Scientific Research,الطب والجراحة
99,58,94,68,75,59,82,79,83,51,66,52,66,60,50,79,75.41,2,Average,Architecture,الهندسة المعمارية
88,52,89,59,63,84,78,80,73,65,52,85,74,65,87,75,68.49,2,Excellent,Engineering,الهندسة الكهربائية
86,80,83,73,92,62,93,68,83,85,79,54,58,74,66,80,73.97,2,Weak,Robotics,الهندسة المعمارية
90,58,93,87,80,54,77,65,51,79,77,68,89,59,77,79,72.4,2,Good,Architecture,الهندسة المعمارية
54,88,71,72,90,83,76,86,61,47,89,97,87,71,77,56,71.25,2,Good,Marketing,التسويق
89,59,85,73,85,89,75,90,70,66,54,88,82,75,78,62,78.41,3,Good,Marketing,التسويق
95,54,86,59,74,56,86,90,56,52,51,64,61,76,72,61,71.04,2,Average,Scientific Research,الرياضيات
86,89,50,53,77,59,95,84,79,65,71,88,84,60,56,53,73.65,3,Weak,Healthcare,الصحة العامة
61,96,64,93,93,87,91,55,76,86,63,71,76,87,69,41,76.21,1,Good,Healthcare,طب الأسنان
92,79,68,99,89,52,67,50,79,76,75,54,79,66,72,74,69.18,2,Good,Scientific Research,الصيدلة
79,87,66,97,83,76,82,55,82,82,81,81,75,57,72,47,72.65,2,Good,Healthcare,طب الأسنان
96,77,67,80,94,59,77,75,61,79,60,56,58,70,94,52,69.84,1,Average,Programming,المحاسبة
74,59,83,83,100,75,75,71,66,72,89,78,57,40,97,57,74.08,2,Average,Business,إدارة الأعمال
98,59,99,59,59,79,80,74,78,51,50,60,43,88,66,80,74.93,3,Weak,Engineering,الهندسة الكهربائية
86,75,68,90,87,50,87,75,50,90,80,84,59,58,88,75,76.38,2,Average,Scientific Research,الكيمياء
69,61,52,82,83,56,92,84,86,73,81,79,94,75,88,79,79.56,1,Good,Islamic Studies,الشريعة
63,92,80,79,98,72,79,70,81,60,85,45,55,89,60,79,76.33,1,Good,Healthcare,التمريض
92,81,88,90,92,97,97,63,67,79,78,89,73,44,73,90,82.55,1,Good,Cybersecurity,الذكاء الاصطناعي
98,64,74,51,77,58,81,57,62,70,59,61,53,73,86,79,69.56,3,Excellent,Business,المحاسبة
98,79,82,59,95,98,91,79,67,89,88,90,55,58,87,71,81.05,1,Good,Architecture,الأمن السيبراني
93,86,86,80,55,72,92,88,71,54,73,62,68,85,83,87,80.01,3,Good,Engineering,الهندسة الميكانيكية
98,88,84,81,81,99,93,53,62,90,72,85,61,86,69,88,77.92,3,Excellent,Data Analysis,الذكاء الاصطناعي
91,56,70,76,79,68,90,64,79,63,75,85,88,56,94,54,74.29,1,Excellent,Business,المحاسبة
94,88,84,71,97,77,95,56,78,56,75,70,58,74,80,83,78.06,3,Average,AI,هندسة البرمجيات
87,58,75,76,91,57,89,64,55,68,73,58,67,56,88,77,73.61,3,Average,Accounting,المحاسبة
68,69,89,56,91,54,85,96,50,77,73,91,83,71,70,81,70.89,1,Excellent,Law,القانون
92,89,78,63,81,92,100,53,64,88,79,62,81,67,59,45,71.8,3,Weak,Cybersecurity,الأمن السيبراني
88,54,89,80,79,72,91,88,89,75,71,89,69,69,64,79,77.83,1,Excellent,Architecture,الهندسة المعمارية
92,59,77,56,89,100,99,56,77,81,63,54,85,86,73,79,81.7,1,Good,Data Analysis,الذكاء الاصطناعي
90,93,80,87,80,61,93,72,75,86,49,61,50,65,62,83,71.93,2,Average,Engineering,طب الأسنان
83,97,52,85,90,68,40,90,63,65,85,63,60,58,90,76,70.32,1,Weak,Healthcare,الأحياء
93,90,61,91,92,54,69,80,88,63,90,56,87,79,79,90,77.68,2,Good,Healthcare,الصيدلة
95,80,93,67,86,60,75,84,71,76,62,89,83,63,62,90,78.97,3,Good,Scientific Research,الرياضيات
84,90,54,83,80,71,84,86,75,63,73,96,78,73,67,70,74.64,3,Excellent,Islamic Studies,الصحة العامة
71,78,75,68,96,49,85,69,69,52,72,86,75,80,87,84,72.69,3,Good,Business,إدارة الأعمال
53,82,62,62,94,68,89,74,67,57,73,96,85,86,78,60,74.85,1,Weak,Business,التسويق
65,88,62,81,84,78,89,82,88,50,90,77,98,58,74,61,73.94,2,Weak,Law,الشريعة
97,88,75,90,95,90,93,65,75,72,62,70,59,84,74,90,79.42,2,Good,Robotics,هندسة الحاسب
82,52,88,86,88,76,87,76,64,66,79,82,88,90,85,58,79.85,2,Good,Business,إدارة الأعمال
52,91,67,91,85,51,75,51,50,59,51,54,87,62,79,63,70.48,3,Weak,Scientific Research,الأحياء
93,83,95,92,61,71,80,65,90,50,58,82,58,57,52,69,75.59,2,Average,Cybersecurity,الهندسة الميكانيكية
95,85,59,92,88,69,71,53,56,73,81,83,51,81,65,68,74.1,2,Average,Healthcare,الصيدلة
75,67,59,80,85,98,88,78,86,61,74,63,78,53,88,52,74.61,3,Good,Programming,نظم المعلومات الإدارية
80,94,79,90,91,70,81,56,74,84,86,83,80,53,87,71,80.95,1,Excellent,Healthcare,طب الأسنان
92,80,56,67,100,93,82,61,55,61,61,71,83,64,51,81,71.24,2,Weak,Architecture,تقنية المعلومات
78,99,73,85,91,86,86,50,83,50,50,61,52,56,64,81,73.3,3,Average,Scientific Research,الأحياء
58,85,81,88,89,79,91,71,54,71,53,89,60,88,87,81,76.58,3,Good,Business,التسويق
53,94,65,54,91,90,76,86,88,73,72,91,74,60,72,84,80.19,3,Average,Healthcare,الصحة العامة
86,71,100,58,91,97,80,82,87,77,51,81,84,57,69,74,82.21,2,Excellent,Programming,هندسة الحاسب
90,51,87,67,87,62,91,84,58,87,51,58,71,70,69,82,69.78,1,Good,Engineering,الهندسة المعمارية
53,85,51,88,93,57,73,85,72,65,84,87,67,72,69,78,70.92,2,Weak,AI,الأحياء
89,73,84,64,88,98,98,66,56,75,78,60,62,86,44,88,72.73,1,Excellent,Programming,علوم الحاسب
70,63,55,85,87,92,87,62,74,56,67,71,61,88,86,76,72.35,1,Excellent,Programming,نظم المعلومات الإدارية
96,80,59,53,91,76,93,52,55,74,68,76,90,68,50,87,77.04,2,Good,AI,علم البيانات
93,61,84,72,94,100,77,85,73,64,63,67,50,73,60,68,74.05,2,Excellent,Robotics,تقنية المعلومات
92,59,74,54,87,93,79,62,86,76,86,52,73,86,80,79,81.49,3,Average,Robotics,هندسة الحاسب
89,78,91,78,79,69,87,53,81,63,81,51,66,59,63,72,75.55,2,Good,Scientific Research,الرياضيات
86,59,95,85,77,92,89,54,51,65,83,73,67,71,70,84,77.46,1,Good,Robotics,الهندسة الكهربائية
83,98,49,93,78,56,53,52,65,78,65,82,82,88,61,73,70.33,2,Average,Healthcare,الصيدلة
96,66,81,56,100,91,87,60,66,54,50,88,64,90,52,68,71.41,2,Excellent,AI,هندسة البرمجيات
90,58,87,62,90,60,82,85,91,62,68,54,90,74,56,60,74.81,2,Good,Islamic Studies,الشريعة
85,57,50,62,81,75,99,71,80,84,84,59,75,65,87,91,80.39,1,Average,AI,علم البيانات
90,69,87,79,90,79,96,66,56,80,66,77,46,54,87,54,69.41,2,Weak,Programming,هندسة البرمجيات
93,78,85,89,50,81,95,88,88,61,84,56,59,67,75,72,80.28,3,Good,Robotics,الهندسة الكهربائية
94,64,97,93,79,89,91,50,64,79,65,85,78,76,43,62,71.97,3,Average,Marketing,الهندسة الميكانيكية
97,70,86,80,71,71,68,80,87,81,81,52,85,80,76,87,74.6,3,Weak,AI,الفيزياء
85,68,83,84,76,93,79,84,84,67,71,74,83,85,66,88,83.4,1,Average,AI,الذكاء الاصطناعي
